marital_status,application_mode,application_order,course,time,previous_qualification,nationality,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,output
single,2nd phase - general contingent,1,Journalism and Communication,daytime,Secondary education,Portugal,Technical-professional course,10th Year of Schooling,Armed Forces Professions,,0,0,0,1,0,0,18,0,15.5,2.8,-4.06,Enrolled
single,Change of course,1,Management,daytime,Secondary education,Portugal,,,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
married,1st phase - general contingent,1,Management,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Armed Forces Professions,Unskilled Workers,1,0,0,1,0,0,34,0,7.6,2.6,0.32,Dropout
married,Change of institution/course,1,Basic Education,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Installation and Machine Operators and Assembly Workers,Unskilled Workers,0,0,0,1,0,0,35,0,8.9,1.4,3.51,Dropout
single,Holders of other higher courses,1,Management (evening attendance),evening,10th year of schooling - not completed,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,0,0,0,1,0,0,32,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,2,Tourism,daytime,Secondary education,Portugal,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,5,Advertising and Marketing Management,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
married,Over 23 years old,1,Management,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,0,0,0,35,0,9.4,-0.8,-3.12,Dropout
single,Over 23 years old,1,Social Service (evening attendance),evening,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,11th Year of Schooling - Not Completed,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,1,1,24,0,12.4,0.5,1.79,Enrolled
single,2nd phase - general contingent,1,Social Service,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary education,Italy,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,1,1,18,1,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,3,Nursing,daytime,Secondary education,Portugal,,10th Year of Schooling,Installation and Machine Operators and Assembly Workers,Armed Forces Professions,1,0,0,1,1,1,20,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,5,Tourism,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,1,0,0,0,1,0,18,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,1,Informatics Engineering,daytime,Secondary education,Portugal,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,1,1,18,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,0,0,0,1,1,1,20,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary education,Portugal,,,Administrative staff,Administrative staff,1,0,0,1,1,0,19,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,2,Communication Design,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,1,1,20,0,7.6,2.6,0.32,Enrolled
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,Portugal,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Armed Forces Professions,0,0,0,1,1,0,19,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",1,0,0,1,1,0,20,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,1,0,22,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,2,Informatics Engineering,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Unskilled Workers,0,0,0,1,1,1,18,0,11.1,0.6,2.02,Enrolled
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,,,Armed Forces Professions,Armed Forces Professions,0,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
single,Technological specialization diploma holders,1,Agronomy,daytime,10th year of schooling,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,0,0,0,1,1,0,22,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,5,Informatics Engineering,daytime,Secondary education,Italy,Higher Education - Master's,11th Year of Schooling - Not Completed,Intermediate Level Technicians and Professions,Armed Forces Professions,1,0,0,1,1,0,20,1,8.9,1.4,3.51,Graduate
married,Over 23 years old,1,Agronomy,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,General Course of Administration and Commerce,Armed Forces Professions,Administrative staff,0,0,1,0,1,0,34,0,12.4,0.5,1.79,Dropout
married,Over 23 years old,1,Social Service (evening attendance),evening,Other - 11th year of schooling,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,1,0,24,0,16.2,0.3,-0.92,Dropout
single,Over 23 years old,2,Advertising and Marketing Management,daytime,Secondary education,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",1,0,0,1,1,0,26,0,7.6,2.6,0.32,Dropout
single,Over 23 years old,1,Nursing,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,1,1,0,35,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,1,Management (evening attendance),evening,Secondary education,Portugal,Higher Education - Bachelor's Degree,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,1,0,22,0,7.6,2.6,0.32,Graduate
single,3rd phase - general contingent,1,Tourism,daytime,Secondary education,Portugal,,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,1,0,26,0,9.4,-0.8,-3.12,Enrolled
single,2nd phase - general contingent,1,Management,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,1,0,19,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,5,Tourism,daytime,Secondary education,Portugal,Higher Education - Degree,10th Year of Schooling,Administrative staff,Armed Forces Professions,1,0,0,0,1,0,19,0,8.9,1.4,3.51,Dropout
single,Technological specialization diploma holders,1,Animation and Multimedia Design,daytime,10th year of schooling,Portugal,Higher Education - Degree,Higher Education - Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,0,1,1,1,0,20,0,15.5,2.8,-4.06,Graduate
single,Change of institution/course,1,Advertising and Marketing Management,daytime,Secondary education,Portugal,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,,0,0,1,1,1,0,21,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
single,Short cycle diploma holders,1,Agronomy,daytime,,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,,Unskilled Workers,Unskilled Workers,0,0,0,1,0,1,23,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,3,Management,daytime,Secondary education,Portugal,,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
single,3rd phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,Technical-professional course,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,3,Nursing,daytime,Secondary education,Portugal,,,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
single,Short cycle diploma holders,1,Management,daytime,,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,,,1,0,0,1,0,0,21,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,1,24,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,4,Nursing,daytime,Secondary education,Portugal,Higher Education - Degree,9th Year of Schooling - Not Completed,Intermediate Level Technicians and Professions,Administrative staff,1,0,0,1,0,0,18,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,Portugal,,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general contingent,2,Nursing,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,2,Veterinary Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,5,Journalism and Communication,daytime,Secondary education,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,,"Legislative Power and Executive Bodies, Directors, Executive Managers",Unskilled Workers,1,0,0,0,0,1,18,0,7.6,2.6,0.32,Dropout
single,Change of course,1,Tourism,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,0,0,0,1,0,1,19,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,5,Social Service,daytime,Higher education - degree,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,,Armed Forces Professions,Administrative staff,0,0,1,1,0,0,18,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,2,Basic Education,daytime,Secondary education,Portugal,,Secondary Education - 12th Year of Schooling or Equivalent,,,1,0,0,1,0,0,20,0,11.1,0.6,2.02,Enrolled
single,1st phase - general contingent,5,Nursing,daytime,Secondary education,Portugal,,,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,6,Oral Hygiene,daytime,Secondary education,Portugal,,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,3,Management,daytime,Secondary education,Portugal,Higher Education - Degree,,Intermediate Level Technicians and Professions,,1,0,0,1,0,0,18,0,13.9,-0.3,0.79,Enrolled
single,1st phase - general contingent,2,Nursing,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,0,0,21,0,11.1,0.6,2.02,Enrolled
single,2nd phase - general contingent,1,Tourism,daytime,Secondary education,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,,"Legislative Power and Executive Bodies, Directors, Executive Managers",Installation and Machine Operators and Assembly Workers,1,0,1,0,0,0,19,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,4,Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,0,1,0,0,21,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,Portugal,Higher Education - Master's,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Armed Forces Professions,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Enrolled
single,2nd phase - general contingent,3,Oral Hygiene,daytime,Secondary education,Portugal,,,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,0,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,,0,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,Equinculture,daytime,Secondary education,Portugal,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,0,0,0,0,0,0,23,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,20,0,16.2,0.3,-0.92,Enrolled
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Intermediate Level Technicians and Professions,,1,0,0,1,0,0,19,0,7.6,2.6,0.32,Enrolled
single,Over 23 years old,1,Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,,Administrative staff,Installation and Machine Operators and Assembly Workers,0,0,0,1,0,1,27,0,12.4,0.5,1.79,Enrolled
single,2nd phase - general contingent,1,Management,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,1,0,0,1,19,0,11.1,0.6,2.02,Enrolled
single,Change of course,1,Equinculture,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,21,0,15.5,2.8,-4.06,Dropout
single,3rd phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,Technical-professional course,,Installation and Machine Operators and Assembly Workers,Unskilled Workers,1,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
single,Technological specialization diploma holders,1,Social Service,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,0,0,0,1,0,1,21,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,5,Journalism and Communication,daytime,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,Portugal,,,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,20,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,Basic Education,daytime,Secondary education,Portugal,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,1,Communication Design,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,1,0,1,0,0,1,18,0,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,3,Veterinary Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,4,Journalism and Communication,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,3,Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,19,0,12.4,0.5,1.79,Enrolled
single,Short cycle diploma holders,1,Veterinary Nursing,daytime,,Portugal,,,Unskilled Workers,Armed Forces Professions,1,0,1,0,0,0,23,0,8.9,1.4,3.51,Enrolled
single,Over 23 years old,1,Veterinary Nursing,daytime,Other - 11th year of schooling,Portugal,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,0,1,24,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,3,Nursing,daytime,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,2,Communication Design,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,0,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary education,Portugal,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Unskilled Workers,0,0,0,1,0,1,20,0,11.1,0.6,2.02,Enrolled
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,11th Year of Schooling - Not Completed,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,0,20,0,13.9,-0.3,0.79,Enrolled
single,Over 23 years old,1,Journalism and Communication,daytime,Secondary education,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,2nd cycle of the general high school course,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",0,0,0,1,0,0,26,0,7.6,2.6,0.32,Dropout
single,Over 23 years old,1,Tourism,daytime,Other - 11th year of schooling,Portugal,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,1,0,1,0,36,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",,0,0,0,0,1,0,19,0,10.8,1.4,1.74,Dropout
single,Transfer,1,Informatics Engineering,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,0,1,0,27,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,4,Informatics Engineering,daytime,Secondary education,Portugal,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,,,0,0,0,1,1,0,18,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,4,Nursing,daytime,Secondary education,Portugal,Technical-professional course,,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,1,18,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,1,Communication Design,daytime,Secondary education,Portugal,,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,1,0,28,0,12.4,0.5,1.79,Dropout
single,Technological specialization diploma holders,1,Animation and Multimedia Design,daytime,10th year of schooling,Portugal,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,21,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,0,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,1,Advertising and Marketing Management,daytime,,Portugal,Frequency of Higher Education,,Administrative staff,Administrative staff,0,0,1,0,1,0,26,0,9.4,-0.8,-3.12,Dropout
single,Change of institution/course,1,Informatics Engineering,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,1,0,20,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,6,Nursing,daytime,Secondary education,Portugal,,,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,Management,daytime,Secondary education,Portugal,,10th Year of Schooling,Installation and Machine Operators and Assembly Workers,Administrative staff,1,0,0,1,1,0,21,0,12.7,3.7,-1.7,Dropout
single,Short cycle diploma holders,1,Advertising and Marketing Management,daytime,,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,0,0,0,1,1,1,23,0,8.9,1.4,3.51,Graduate
single,Over 23 years old,1,Social Service (evening attendance),evening,,Portugal,,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,0,0,0,1,1,0,29,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,1,Nursing,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Armed Forces Professions,0,0,0,1,1,0,20,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,Social Service,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Armed Forces Professions,0,0,0,1,1,0,18,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
single,Holders of other higher courses,1,Oral Hygiene,daytime,Higher education - degree,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,0,0,0,0,1,0,23,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,Portugal,,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Specialists in Intellectual and Scientific Activities,0,0,0,1,1,0,21,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,1,Management,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Administrative staff,1,0,0,1,1,0,18,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,Portugal,Technical-professional course,10th Year of Schooling,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,1,1,18,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,5,Communication Design,daytime,Secondary education,Portugal,,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,1,0,1,0,21,0,9.4,-0.8,-3.12,Dropout
single,Change of institution/course,1,Social Service,daytime,Secondary education,Portugal,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Armed Forces Professions,0,0,0,1,1,0,22,0,11.1,0.6,2.02,Dropout
single,3rd phase - general contingent,1,Oral Hygiene,daytime,Secondary education,Portugal,Higher Education - Degree,10th Year of Schooling,Intermediate Level Technicians and Professions,Unskilled Workers,1,0,0,1,1,0,21,0,8.9,1.4,3.51,Graduate
single,Over 23 years old,1,Nursing,daytime,Secondary education,Portugal,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,0,1,0,32,0,16.2,0.3,-0.92,Dropout
